Year,Calendar Day,Despatch Consumption Balance (Dcb) Or Internal Consumption Balance (Icb),Type Of Mode : Pithead Or Non-Pithead,"Number Of Coal Plants (UOM:Number), Scaling Factor:1","Capacity Of The Coal Plant (UOM:MW(MegaWatt)), Scaling Factor:1","Daily Requirement (UOM:t(Tonne)), Scaling Factor:1000","Domestic Stock (UOM:t(Tonne)), Scaling Factor:1000","Imported Stock  (UOM:t(Tonne)), Scaling Factor:1000","Normative Stock (UOM:t(Tonne)), Scaling Factor:1000","Percentage Of Actual Stock Vis-A-Vis Normative Stock  (UOM:%(Percentage)), Scaling Factor:1"
"Calendar Year (Jan - Dec), 2024",2024-02-13,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,28071.993000000010,1604.2099999999998000,54311.766163454000,0.54640449199696440000
"Calendar Year (Jan - Dec), 2024",2024-02-13,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2204.6700000000000000,4562.4055250176190000,0.48322534853836480000
"Calendar Year (Jan - Dec), 2024",2024-02-12,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8941.5400000000000000,51.9000000000000000,9368.7737469373680000,0.95993779366696060000
"Calendar Year (Jan - Dec), 2024",2024-02-12,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,27875.034000000014,1618.5499999999997000,54311.766163454000,0.54304225554436170000
"Calendar Year (Jan - Dec), 2024",2024-02-12,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2200.6800000000003000,4562.4055250176190000,0.48235080988148280000
"Calendar Year (Jan - Dec), 2024",2024-02-11,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8881.3700000000000000,52.1700000000000000,9368.7737469373680000,0.95354421414225680000
"Calendar Year (Jan - Dec), 2024",2024-02-11,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,27747.755999999994,1646.9700000000003000,54311.766163454000,0.54122187651815830000
"Calendar Year (Jan - Dec), 2024",2024-02-11,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2202.5400000000000000,4562.4055250176190000,0.48275848955611950000
"Calendar Year (Jan - Dec), 2024",2024-02-10,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8796.4800000000010000,50.1300000000000000,9368.7737469373680000,0.94426551851483640000
"Calendar Year (Jan - Dec), 2024",2024-02-10,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,27510.087000000000,1650.7099999999996000,54311.766163454000,0.53691490923420000000
"Calendar Year (Jan - Dec), 2024",2024-02-10,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2212.4800000000000000,4562.4055250176190000,0.48493716480659750000
"Calendar Year (Jan - Dec), 2024",2024-02-09,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8749.8499999999990000,40.7200000000000000,9368.7737469373680000,0.93828394595115690000
"Calendar Year (Jan - Dec), 2024",2024-02-09,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,27331.067000000003,1651.8000000000000000,54311.766163454000,0.53363919178718190000
"Calendar Year (Jan - Dec), 2024",2024-02-09,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2234.3500000000000000,4562.4055250176190000,0.48973068872289060000
"Calendar Year (Jan - Dec), 2024",2024-02-08,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8671.1600000000000000,37.9500000000000000,9368.7737469373680000,0.92958910474777880000
"Calendar Year (Jan - Dec), 2024",2024-02-08,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,27257.306999999983,1661.6999999999996000,54311.766163454000,0.53246320351591510000
"Calendar Year (Jan - Dec), 2024",2024-02-08,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2211.5100000000000000,4562.4055250176190000,0.48472455766444830000
"Calendar Year (Jan - Dec), 2024",2024-02-07,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8614.7900000000030000,35.2300000000000040,9368.7737469373680000,0.92328198264235740000
"Calendar Year (Jan - Dec), 2024",2024-02-07,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,27117.826999999997,1615.1500000000000000,54311.766163454000,0.52903842076368040000
"Calendar Year (Jan - Dec), 2024",2024-02-07,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2241.1200000000003000,4562.4055250176190000,0.49121455506552014000
"Calendar Year (Jan - Dec), 2024",2024-02-06,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8587.9800000000000000,25.0900000000000000,9368.7737469373680000,0.91933802999731900000
"Calendar Year (Jan - Dec), 2024",2024-02-06,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,26948.936999999994,1578.3500000000001000,54311.766163454000,0.52525102781864260000
"Calendar Year (Jan - Dec), 2024",2024-02-06,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2261.6300000000000000,4562.4055250176190000,0.49570999061756270000
"Calendar Year (Jan - Dec), 2024",2024-02-05,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8537.3100000000010000,26.3300000000000000,9368.7737469373680000,0.91406199267000520000
"Calendar Year (Jan - Dec), 2024",2024-02-05,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,26799.096999999998,1532.2000000000003000,54311.766163454000,0.52164241749633880000
"Calendar Year (Jan - Dec), 2024",2024-02-05,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2296.7899999999995000,4562.4055250176190000,0.50341645156392150000
"Calendar Year (Jan - Dec), 2024",2024-02-04,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8496.3599999999990000,28.6700000000000000,9368.7737469373680000,0.90994085568421530000
"Calendar Year (Jan - Dec), 2024",2024-02-04,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,26507.017000000007,1483.1300000000000000,54311.766163454000,0.51536127394130680000
"Calendar Year (Jan - Dec), 2024",2024-02-04,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2348.0900000000000000,4562.4055250176190000,0.51466052000954740000
"Calendar Year (Jan - Dec), 2024",2024-02-03,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8435.0699999999980000,30.7000000000000000,9368.7737469373680000,0.90361558819449990000
"Calendar Year (Jan - Dec), 2024",2024-02-03,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,26404.856999999990,1463.5500000000000000,54311.766163454000,0.51311977069809360000
"Calendar Year (Jan - Dec), 2024",2024-02-03,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2381.1900000000000000,4562.4055250176190000,0.52191546475711500000
"Calendar Year (Jan - Dec), 2024",2024-02-02,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8466.5799999999980000,22.8900000000000000,9368.7737469373680000,0.90614526824016740000
"Calendar Year (Jan - Dec), 2024",2024-02-02,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,26385.147000000000,1469.3000000000000000,54311.766163454000,0.51286236791067670000
"Calendar Year (Jan - Dec), 2024",2024-02-02,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2366.0200000000000000,4562.4055250176190000,0.51859046439999720000
"Calendar Year (Jan - Dec), 2024",2024-02-01,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8404.9800000000000000,21.2800000000000000,9368.7737469373680000,0.89939838740950770000
"Calendar Year (Jan - Dec), 2024",2024-02-01,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,26404.577000000000,1468.6499999999999000,54311.766163454000,0.51320833345971570000
"Calendar Year (Jan - Dec), 2024",2024-02-01,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2404.2200000000000000,4562.4055250176190000,0.52696324051350420000
"Calendar Year (Jan - Dec), 2024",2024-01-31,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8387.8100000000010000,21.1699999999999980,8817.6694088822300000,0.95365108511886980000
"Calendar Year (Jan - Dec), 2024",2024-01-31,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,26347.870999999990,1399.5100000000002000,50133.937997034460,0.55346502007564840000
"Calendar Year (Jan - Dec), 2024",2024-01-31,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2431.8799999999990000,4211.4512538624190000,0.57744465112107510000
"Calendar Year (Jan - Dec), 2024",2024-01-30,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8368.6700000000000000,18.3800000000000000,8817.6694088822300000,0.95116403338409830000
"Calendar Year (Jan - Dec), 2024",2024-01-30,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,26300.890000000007,1361.1299999999997000,50133.937997034460,0.55176196215897260000
"Calendar Year (Jan - Dec), 2024",2024-01-30,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2419.0600000000000000,4211.4512538624190000,0.57440056982291410000
"Calendar Year (Jan - Dec), 2024",2024-01-29,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8320.1600000000000000,16.6500000000000000,8817.6694088822300000,0.94546638271583980000
"Calendar Year (Jan - Dec), 2024",2024-01-29,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,26329.630000000000,1331.0200000000000000,50133.937997034460,0.55173503429226300000
"Calendar Year (Jan - Dec), 2024",2024-01-29,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2461.5900000000000000,4211.4512538624190000,0.58449922642282020000
"Calendar Year (Jan - Dec), 2024",2024-01-28,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8285.4800000000000000,18.8600000000000000,8817.6694088822300000,0.94178400379071350000
"Calendar Year (Jan - Dec), 2024",2024-01-28,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,26213.751000000000,1318.9800000000002000,50133.937997034460,0.54918348926885860000
"Calendar Year (Jan - Dec), 2024",2024-01-28,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2501.9300000000003000,4211.4512538624190000,0.59407787225494360000
"Calendar Year (Jan - Dec), 2024",2024-01-27,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8302.3300000000020000,17.3600000000000000,8817.6694088822300000,0.94352482659640160000
"Calendar Year (Jan - Dec), 2024",2024-01-27,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,26092.307000000000,1321.3200000000004000,50133.937997034460,0.54680797270746170000
"Calendar Year (Jan - Dec), 2024",2024-01-27,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2515.5899999999997000,4211.4512538624190000,0.59732140973800750000
"Calendar Year (Jan - Dec), 2024",2024-01-26,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8345.2300000000000000,19.5000000000000000,8817.6694088822300000,0.94863275227511090000
"Calendar Year (Jan - Dec), 2024",2024-01-26,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,25863.707000000000,1333.2999999999997000,50133.937997034460,0.54248694769616470000
"Calendar Year (Jan - Dec), 2024",2024-01-26,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2517.3800000000006000,4211.4512538624190000,0.59774644137012220000
"Calendar Year (Jan - Dec), 2024",2024-01-25,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8330.9800000000000000,21.8500000000000000,8817.6694088822300000,0.94728318931825830000
"Calendar Year (Jan - Dec), 2024",2024-01-25,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,25729.866999999987,1309.9800000000000000,50133.937997034460,0.53935214507983480000
"Calendar Year (Jan - Dec), 2024",2024-01-25,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2525.2000000000000000,4211.4512538624190000,0.59960328347243250000
"Calendar Year (Jan - Dec), 2024",2024-01-24,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8280.5299999999990000,24.3200000000000000,8817.6694088822300000,0.94184184220315000000
"Calendar Year (Jan - Dec), 2024",2024-01-24,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,25635.797000000006,1291.6100000000000000,50133.937997034460,0.53710935298146380000
"Calendar Year (Jan - Dec), 2024",2024-01-24,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2528.5200000000000000,4211.4512538624190000,0.60039161029847740000
"Calendar Year (Jan - Dec), 2024",2024-01-23,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8273.7000000000000000,22.1100000000000000,8817.6694088822300000,0.94081662799054950000
"Calendar Year (Jan - Dec), 2024",2024-01-23,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,25438.217000000000,1304.3799999999999000,50133.937997034460,0.53342302776179060000
"Calendar Year (Jan - Dec), 2024",2024-01-23,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2511.1600000000000000,4211.4512538624190000,0.59626951581048380000
"Calendar Year (Jan - Dec), 2024",2024-01-22,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8276.4500000000000000,12.6300000000000000,8817.6694088822300000,0.94005338776369070000
"Calendar Year (Jan - Dec), 2024",2024-01-22,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,25325.666999999998,1326.3399999999997000,50133.937997034460,0.53161626763843120000
"Calendar Year (Jan - Dec), 2024",2024-01-22,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2399.4300000000000000,4211.4512538624190000,0.56973946874000430000
"Calendar Year (Jan - Dec), 2024",2024-01-21,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8221.9800000000010000,11.7600000000000020,8817.6694088822300000,0.93377735297106680000
"Calendar Year (Jan - Dec), 2024",2024-01-21,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,25119.697000000000,1317.7900000000002000,50133.937997034460,0.52733752935115240000
"Calendar Year (Jan - Dec), 2024",2024-01-21,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,72.1900000000000000,2428.2000000000000000,4211.4512538624190000,0.59371220258262150000
"Calendar Year (Jan - Dec), 2024",2024-01-20,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8177.6300000000000000,13.2900000000000000,8817.6694088822300000,0.92892119449943410000
"Calendar Year (Jan - Dec), 2024",2024-01-20,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,25015.226999999995,1319.3700000000000000,50133.937997034460,0.52528482804518080000
"Calendar Year (Jan - Dec), 2024",2024-01-20,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,72.1900000000000000,2461.5100000000000000,4211.4512538624190000,0.60162159010537870000
"Calendar Year (Jan - Dec), 2024",2024-01-19,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8158.5899999999990000,15.4900000000000000,8817.6694088822300000,0.92701139280250980000
"Calendar Year (Jan - Dec), 2024",2024-01-19,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,24952.777000000000,1339.1699999999998000,50133.937997034460,0.52443410692284380000
"Calendar Year (Jan - Dec), 2024",2024-01-19,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,72.1900000000000000,2495.3999999999996000,4211.4512538624190000,0.60966869737485460000
"Calendar Year (Jan - Dec), 2024",2024-01-18,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8112.8200000000000000,9.3100000000000000,8817.6694088822300000,0.92111981333961120000
"Calendar Year (Jan - Dec), 2024",2024-01-18,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,24834.327000000012,1372.3000000000002000,50133.937997034460,0.52273226574681180000
"Calendar Year (Jan - Dec), 2024",2024-01-18,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2534.6900000000000000,4211.4512538624190000,0.60185666346615720000
"Calendar Year (Jan - Dec), 2024",2024-01-17,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8121.7400000000010000,7.3200000000000000,8817.6694088822300000,0.92190573529683730000
"Calendar Year (Jan - Dec), 2024",2024-01-17,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,24748.227999999985,1361.3700000000001000,50133.937997034460,0.52079667074117400000
"Calendar Year (Jan - Dec), 2024",2024-01-17,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2592.7300000000010000,4211.4512538624190000,0.61563813605159220000
"Calendar Year (Jan - Dec), 2024",2024-01-16,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8075.6699999999980000,9.1200000000000010,8817.6694088822300000,0.91688513428004180000
"Calendar Year (Jan - Dec), 2024",2024-01-16,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097683000,24653.559000000000,1387.0100000000002000,50133.937997034460,0.51941977910333630000
"Calendar Year (Jan - Dec), 2024",2024-01-16,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2636.4000000000005000,4211.4512538624190000,0.62600748318815210000
"Calendar Year (Jan - Dec), 2024",2024-01-15,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8038.7199999999990000,12.2800000000000010,8817.6694088822300000,0.91305305593449140000
"Calendar Year (Jan - Dec), 2024",2024-01-15,DCB,Non-Pithead,148,149900.500000000000,2088.9140832097690000,24501.750000000000,1426.3999999999999000,50133.937997034460,0.51717740588289130000
"Calendar Year (Jan - Dec), 2024",2024-01-15,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2685.1500000000000000,4211.4512538624190000,0.63758306534769620000
"Calendar Year (Jan - Dec), 2024",2024-01-14,DCB,Pithead,18,40320.000000000000,551.1043380551394000,8015.8500000000000000,2.5800000000000000,8817.6694088822300000,0.90935933614418140000
"Calendar Year (Jan - Dec), 2024",2024-01-14,DCB,Non-Pithead,148,148950.500000000000,2073.9346670609148000,24223.809999999990,1417.4800000000005000,49774.432009461960,0.51514962531617980000
"Calendar Year (Jan - Dec), 2024",2024-01-14,ICB,Non-Pithead,16,17555.0000000000000000,175.4771355776007600,0.00000000000000000000,2700.1099999999997000,4211.4512538624190000,0.64113528502168140000
